session_id,group_id,student_id,speaking_time_s,num_turns,interruptions,avg_turn_length_s,gaze_peer_pct,gaze_material_pct,gesture_count,chat_messages,doc_edits,idea_units_chat
studio_2,G01,S038,4.7,1,2,4.7,43.4,50.6,4,7,0,4
studio_2,G01,S056,317.9,28,0,11.4,31.9,50.8,11,5,6,2
studio_2,G01,S076,457.4,30,1,15.2,49.0,45.0,12,4,2,1
studio_2,G02,S017,1391.0,88,3,15.8,40.1,53.9,16,11,5,3
studio_2,G02,S019,804.7,42,4,19.2,36.4,54.4,14,6,4,1
studio_2,G02,S026,115.9,12,1,9.7,42.5,51.5,5,4,2,2
studio_2,G02,S064,201.2,11,1,18.3,23.7,70.0,7,2,4,2
studio_2,G02,S120,727.2,62,2,11.7,32.4,51.8,16,7,8,2
studio_2,G03,S023,348.1,38,0,9.2,38.8,48.4,10,6,5,2
studio_2,G03,S037,20.0,1,0,20.0,36.4,42.7,3,7,3,2
studio_2,G03,S055,622.2,64,5,9.7,34.9,57.0,10,11,3,3
studio_2,G03,S079,1479.6,97,5,15.3,40.3,42.3,22,9,6,7
studio_2,G03,S100,840.3,53,4,15.9,38.8,55.2,20,6,0,1
studio_2,G04,S002,871.1,61,4,14.3,35.7,58.3,24,2,2,0
studio_2,G04,S050,99.8,10,0,10.0,42.5,50.5,6,7,1,3
studio_2,G04,S087,37.0,2,1,18.5,32.1,53.2,5,6,5,2
studio_2,G04,S090,1911.7,119,8,16.1,53.1,40.9,29,8,3,4
studio_2,G04,S102,9.1,1,0,9.1,36.9,57.1,7,2,12,0
studio_2,G05,S025,853.0,92,4,9.3,52.3,41.7,28,5,2,1
studio_2,G05,S043,165.8,23,1,7.2,27.5,42.6,10,2,4,2
studio_2,G05,S051,158.9,15,3,10.6,39.3,41.4,12,3,4,2
studio_2,G05,S107,911.4,89,3,10.2,35.4,58.6,16,8,4,1
studio_2,G05,S118,428.6,44,0,9.7,32.5,48.9,8,6,5,1
studio_2,G06,S011,277.0,16,0,17.3,39.8,38.2,5,7,0,3
studio_2,G06,S045,410.9,39,1,10.5,43.3,47.7,13,7,2,2
studio_2,G06,S053,565.5,49,2,11.5,30.8,47.0,10,5,3,4
studio_2,G06,S073,1028.9,81,2,12.7,34.0,58.3,22,8,5,2
studio_2,G06,S116,638.4,47,3,13.6,42.7,43.9,11,9,8,2
studio_2,G07,S001,1532.3,94,3,16.3,41.0,41.7,22,4,5,3
studio_2,G07,S010,697.9,55,2,12.7,26.0,68.0,19,8,0,2
studio_2,G07,S044,195.9,13,0,15.1,33.8,53.5,10,4,5,1
studio_2,G07,S063,45.6,3,0,15.2,29.9,62.3,6,6,3,0
studio_2,G07,S071,382.2,27,2,14.2,42.5,51.5,12,14,4,5
studio_2,G08,S021,692.8,58,2,11.9,49.0,45.0,10,7,0,3
studio_2,G08,S047,268.5,12,2,22.4,43.6,50.4,15,9,1,4
studio_2,G08,S068,604.2,72,3,8.4,46.3,40.3,12,19,4,7
studio_2,G08,S088,1089.4,91,3,12.0,41.9,52.1,19,2,0,0
studio_2,G08,S108,286.9,24,1,12.0,40.5,46.3,5,5,9,1
studio_2,G09,S029,294.7,26,1,11.3,29.3,56.2,6,3,6,2
studio_2,G09,S036,338.0,22,1,15.4,33.5,52.8,6,4,6,2
studio_2,G09,S067,944.0,81,3,11.7,46.9,39.4,18,3,1,0
studio_2,G09,S077,932.5,68,6,13.7,37.4,47.6,18,5,1,2
studio_2,G09,S082,593.3,40,3,14.8,34.7,54.7,11,10,1,3
studio_2,G10,S009,1123.5,76,1,14.8,45.2,48.8,16,13,4,7
studio_2,G10,S015,160.6,7,2,22.9,35.3,57.4,6,6,7,4
studio_2,G10,S078,315.9,18,0,17.5,26.5,51.6,11,11,9,6
studio_2,G10,S083,1327.1,86,3,15.4,57.3,36.7,27,9,7,6
studio_2,G10,S103,47.1,7,0,6.7,39.1,54.9,6,2,4,1
studio_2,G11,S046,383.5,27,0,14.2,38.3,54.8,4,7,1,3
studio_2,G11,S058,25.5,7,1,3.6,39.3,43.9,9,6,5,3
studio_2,G11,S081,2028.6,130,5,15.6,48.9,45.1,33,5,4,3
studio_2,G11,S092,703.8,50,2,14.1,28.3,54.6,23,8,4,3
studio_2,G11,S105,18.2,1,0,18.2,32.8,59.3,8,4,0,0
studio_2,G12,S013,844.7,53,6,15.9,27.0,51.4,16,3,4,1
studio_2,G12,S057,799.4,52,5,15.4,46.0,48.0,17,18,5,5
studio_2,G12,S059,309.7,19,3,16.3,36.4,51.9,12,3,1,0
studio_2,G12,S084,857.9,49,3,17.5,34.1,59.9,16,6,1,4
studio_2,G12,S095,176.5,10,1,17.6,39.5,54.5,11,8,10,4
studio_2,G13,S012,422.7,28,1,15.1,37.6,51.7,11,7,7,2
studio_2,G13,S022,46.0,7,1,6.6,39.7,43.4,6,7,3,1
studio_2,G13,S061,681.6,29,2,23.5,40.9,53.1,7,10,2,2
studio_2,G13,S072,1405.8,72,7,19.5,41.6,52.4,25,4,1,1
studio_2,G13,S091,395.2,27,2,14.6,44.1,45.3,10,5,10,0
studio_2,G14,S031,200.5,13,2,15.4,37.4,56.6,7,4,0,0
studio_2,G14,S039,1919.9,150,9,12.8,41.6,48.9,32,25,8,10
studio_2,G14,S065,478.9,26,3,18.4,41.4,52.6,11,3,6,0
studio_2,G14,S074,36.1,3,1,12.0,39.0,55.0,2,5,4,1
studio_2,G14,S104,345.7,16,2,21.6,36.2,54.5,8,5,3,2
studio_2,G15,S006,555.1,66,6,8.4,44.5,49.5,15,15,3,5
studio_2,G15,S014,994.0,113,5,8.8,36.3,50.0,25,8,2,4
studio_2,G15,S020,321.2,44,1,7.3,31.5,58.6,9,9,13,2
studio_2,G15,S032,335.3,47,3,7.1,48.1,45.9,8,9,4,6
studio_2,G15,S034,129.5,10,1,13.0,18.3,67.0,4,7,0,3
studio_2,G16,S007,666.2,50,3,13.3,24.4,59.4,18,10,12,3
studio_2,G16,S052,204.0,19,2,10.7,37.1,52.9,8,10,0,3
studio_2,G16,S070,1086.5,89,3,12.2,41.8,49.0,20,16,0,6
studio_2,G16,S080,728.8,61,1,11.9,36.3,51.7,10,4,1,0
studio_2,G16,S109,157.6,20,0,7.9,39.1,54.9,5,19,0,8
studio_2,G17,S016,1050.1,101,1,10.4,36.7,57.3,16,6,8,2
studio_2,G17,S035,647.8,45,3,14.4,34.3,59.7,11,4,4,1
studio_2,G17,S062,138.4,14,0,9.9,35.3,58.7,7,7,11,1
studio_2,G17,S086,575.7,51,2,11.3,47.2,42.9,11,8,4,1
studio_2,G17,S099,995.7,72,1,13.8,49.7,44.3,13,9,6,4
studio_2,G18,S004,163.9,12,0,13.7,54.6,39.4,8,3,0,2
studio_2,G18,S054,870.7,52,3,16.7,34.6,51.7,15,2,0,0
studio_2,G18,S069,859.1,48,2,17.9,37.9,45.0,18,6,11,2
studio_2,G18,S075,590.5,28,4,21.1,34.6,59.4,12,5,1,2
studio_2,G18,S101,686.0,37,3,18.5,42.4,51.6,10,5,4,1
studio_2,G19,S003,191.1,11,1,17.4,30.7,52.5,6,6,2,1
studio_2,G19,S008,803.1,30,2,26.8,18.9,70.0,13,4,8,2
studio_2,G19,S018,1055.6,49,1,21.5,35.8,55.5,15,9,4,2
studio_2,G19,S042,366.8,23,1,15.9,39.5,44.6,5,8,1,4
studio_2,G19,S066,774.4,39,2,19.9,31.9,48.6,21,9,7,3
studio_2,G20,S089,518.8,33,1,15.7,40.5,47.9,9,3,5,2
studio_2,G20,S112,996.3,61,2,16.3,38.1,55.9,22,11,1,4
studio_2,G20,S113,137.3,4,1,34.3,36.4,46.5,8,11,2,3
studio_2,G20,S117,747.2,55,1,13.6,42.9,51.1,16,4,5,0
studio_2,G20,S119,920.3,63,2,14.6,46.0,48.0,19,11,0,3
studio_2,G21,S085,679.8,64,3,10.6,36.0,55.5,19,4,1,3
studio_2,G21,S094,667.4,56,2,11.9,32.1,54.3,16,5,4,3
studio_2,G21,S098,621.2,45,3,13.8,42.7,47.4,19,12,8,1
studio_2,G21,S111,634.2,53,0,12.0,51.0,43.0,19,4,4,0
studio_2,G21,S115,437.4,31,0,14.1,43.1,50.9,12,8,1,2
studio_2,G22,S027,405.5,16,1,25.3,33.1,60.9,13,7,12,3
studio_2,G22,S093,911.8,36,8,25.3,47.7,46.3,18,11,3,4
studio_2,G22,S096,754.5,50,3,15.1,38.9,55.1,15,7,2,2
studio_2,G22,S097,505.1,24,3,21.0,43.5,40.7,16,8,0,5
studio_2,G22,S110,1026.5,51,7,20.1,38.4,53.3,13,4,9,2
studio_2,G23,S024,889.8,67,3,13.3,39.8,52.4,18,6,3,3
studio_2,G23,S040,374.4,33,1,11.3,50.3,34.0,16,9,4,5
studio_2,G23,S049,970.2,95,5,10.2,34.8,57.4,27,2,4,1
studio_2,G23,S106,345.4,35,0,9.9,32.0,59.8,9,16,1,5
studio_2,G23,S114,458.3,45,2,10.2,20.3,68.3,14,12,3,3
studio_2,G24,S005,366.1,35,1,10.5,38.4,53.6,11,3,5,1
studio_2,G24,S028,462.9,55,3,8.4,37.8,56.2,15,5,14,4
studio_2,G24,S041,730.8,63,2,11.6,27.8,65.6,19,6,1,2
studio_2,G24,S048,221.8,19,1,11.7,38.3,55.7,9,8,3,3
studio_2,G24,S060,795.7,67,7,11.9,35.7,50.7,18,7,0,2
studio_3,G01,S030,295.0,24,0,12.3,31.1,46.9,13,4,4,1
studio_3,G01,S033,1132.3,99,3,11.4,40.0,49.6,23,4,4,2
studio_3,G01,S038,18.8,2,0,9.4,36.1,46.8,2,10,0,4
studio_3,G01,S056,572.0,49,4,11.7,35.3,58.7,18,9,6,3
studio_3,G01,S076,1116.5,79,3,14.1,33.3,60.7,23,7,1,5
studio_3,G02,S017,1566.3,102,3,15.4,49.2,44.8,22,8,4,2
studio_3,G02,S019,1195.8,81,6,14.8,38.2,53.2,21,5,5,2
studio_3,G02,S026,47.1,1,0,47.1,31.7,53.9,3,2,7,2
studio_3,G02,S064,226.7,21,1,10.8,39.9,49.5,7,1,7,1
studio_3,G02,S120,338.7,21,1,16.1,37.9,55.8,7,3,5,1
studio_3,G03,S023,73.6,2,0,36.8,36.8,57.2,3,9,0,4
studio_3,G03,S037,311.7,31,2,10.1,39.0,53.5,14,6,2,0
studio_3,G03,S055,799.5,47,5,17.0,35.0,55.2,17,10,4,3
studio_3,G03,S079,740.5,43,5,17.2,50.0,40.7,16,7,6,2
studio_3,G03,S100,1147.2,76,3,15.1,47.3,46.7,22,10,0,2
studio_3,G04,S002,574.6,54,4,10.6,33.0,61.0,11,5,1,3
studio_3,G04,S050,89.2,8,0,11.2,38.4,55.6,11,9,3,5
studio_3,G04,S087,227.9,22,0,10.4,33.7,60.3,5,2,3,0
studio_3,G04,S090,1833.7,176,9,10.4,42.4,51.6,28,8,7,3
studio_3,G04,S102,170.4,11,1,15.5,35.5,51.4,9,1,5,1
studio_3,G05,S025,1063.2,51,0,20.8,40.4,50.3,20,8,0,4
studio_3,G05,S043,71.4,3,1,23.8,32.9,61.1,7,6,5,4
studio_3,G05,S051,93.1,3,3,31.0,38.9,55.1,3,5,2,1
studio_3,G05,S107,1344.1,67,4,20.1,41.8,47.2,20,14,4,6
studio_3,G05,S118,849.6,63,1,13.5,39.3,50.1,13,5,10,3
studio_3,G06,S011,702.5,42,2,16.7,40.3,49.5,8,2,1,2
studio_3,G06,S045,1581.2,95,3,16.6,49.1,44.9,20,9,1,3
studio_3,G06,S053,198.1,12,0,16.5,36.3,57.3,13,9,3,4
studio_3,G06,S073,386.5,23,2,16.8,42.6,51.4,11,7,5,0
studio_3,G06,S116,192.5,17,0,11.3,29.8,64.2,10,4,6,1
studio_3,G07,S001,1092.1,57,7,19.2,38.2,55.8,25,6,4,2
studio_3,G07,S010,455.8,22,2,20.7,38.8,52.2,7,9,0,3
studio_3,G07,S044,215.8,10,0,21.6,44.2,49.4,8,3,8,1
studio_3,G07,S063,565.9,30,1,18.9,35.9,38.1,18,1,3,1
studio_3,G07,S071,583.3,32,1,18.2,55.4,38.6,16,9,3,3
studio_3,G08,S021,700.8,43,4,16.3,44.9,49.1,23,10,0,3
studio_3,G08,S047,512.0,31,1,16.5,34.9,55.8,19,6,6,1
studio_3,G08,S068,222.2,10,1,22.2,35.1,57.4,8,18,3,7
studio_3,G08,S088,250.8,14,1,17.9,44.0,47.1,8,6,0,2
studio_3,G08,S108,1108.3,77,3,14.4,41.0,53.0,20,3,8,1
studio_3,G09,S029,238.1,19,1,12.5,35.1,45.4,10,2,4,1
studio_3,G09,S036,432.3,29,0,14.9,37.0,49.7,17,6,3,1
studio_3,G09,S067,508.8,45,2,11.3,27.5,45.2,9,2,0,0
studio_3,G09,S077,1380.7,104,4,13.3,34.9,57.2,27,1,1,0
studio_3,G09,S082,569.8,46,4,12.4,34.3,59.7,8,8,1,2
studio_3,G10,S009,1124.6,62,4,18.1,41.7,52.3,22,7,7,3
studio_3,G10,S015,150.8,10,0,15.1,39.4,54.6,9,4,6,2
studio_3,G10,S078,935.0,61,5,15.3,45.9,48.0,11,11,8,4
studio_3,G10,S083,701.4,38,5,18.5,39.2,54.0,10,10,3,4
studio_3,G10,S103,14.8,2,0,7.4,41.8,48.5,3,4,7,1
studio_3,G11,S046,131.6,3,1,43.9,40.3,51.6,10,5,2,2
studio_3,G11,S058,6.0,1,0,6.0,40.9,51.2,7,9,2,3
studio_3,G11,S081,1496.6,64,5,23.4,44.4,49.6,26,6,3,1
studio_3,G11,S092,1463.9,73,5,20.1,51.1,42.9,32,14,9,5
studio_3,G11,S105,68.8,2,1,34.4,43.2,41.4,6,1,1,1
studio_3,G12,S013,1014.0,84,4,12.1,38.2,55.8,23,7,5,2
studio_3,G12,S057,562.6,49,3,11.5,40.6,53.4,12,11,2,7
studio_3,G12,S059,266.0,25,2,10.6,33.1,60.9,5,3,1,1
studio_3,G12,S084,952.3,52,6,18.3,38.3,51.7,17,6,1,3
studio_3,G12,S095,533.4,45,3,11.9,35.8,46.8,8,8,9,4
studio_3,G13,S012,1218.1,72,2,16.9,46.9,45.6,26,15,8,4
studio_3,G13,S022,7.5,1,1,7.5,26.7,63.8,7,10,4,5
studio_3,G13,S061,823.2,56,4,14.7,36.4,55.9,15,6,3,3
studio_3,G13,S072,1470.8,105,1,14.0,39.2,54.8,19,9,2,1
studio_3,G13,S091,66.4,8,0,8.3,31.4,53.9,8,0,5,0
studio_3,G14,S031,68.4,6,0,11.4,33.0,48.2,6,4,0,0
studio_3,G14,S039,1275.7,98,4,13.0,41.6,36.4,29,12,5,7
studio_3,G14,S065,840.5,52,4,16.2,47.5,46.5,17,6,3,3
studio_3,G14,S074,626.8,66,2,9.5,36.8,52.1,12,3,4,3
studio_3,G14,S104,182.8,15,0,12.2,30.1,57.6,6,3,0,1
studio_3,G15,S006,604.9,48,3,12.6,34.7,50.5,11,7,9,4
studio_3,G15,S014,608.5,34,4,17.9,23.3,57.1,16,8,1,1
studio_3,G15,S020,912.5,61,0,15.0,49.3,44.7,19,10,9,2
studio_3,G15,S032,275.2,28,4,9.8,33.0,46.3,11,12,9,4
studio_3,G15,S034,830.3,73,3,11.4,30.0,51.9,7,4,0,0
studio_3,G16,S007,417.2,19,4,22.0,42.7,48.7,9,6,7,2
studio_3,G16,S052,365.2,17,2,21.5,39.1,46.2,9,16,2,4
studio_3,G16,S070,1258.3,47,1,26.8,55.1,38.9,18,17,1,9
studio_3,G16,S080,552.2,31,1,17.8,32.3,52.7,8,5,2,4
studio_3,G16,S109,386.9,14,2,27.6,46.0,43.6,9,12,1,7
studio_3,G17,S016,780.2,55,2,14.2,47.3,37.7,15,7,8,1
studio_3,G17,S035,265.6,19,2,14.0,31.8,61.1,7,1,3,0
studio_3,G17,S062,873.3,67,3,13.0,36.0,58.0,11,8,9,3
studio_3,G17,S086,512.0,23,1,22.3,34.3,59.1,5,5,8,2
studio_3,G17,S099,1129.2,78,2,14.5,43.7,40.1,19,4,7,2
studio_3,G18,S004,198.5,13,1,15.3,21.9,69.1,9,4,6,0
studio_3,G18,S054,763.9,61,1,12.5,47.6,30.6,15,2,1,0
studio_3,G18,S069,686.0,31,4,22.1,28.9,54.7,11,8,12,3
studio_3,G18,S075,419.9,29,1,14.5,32.3,61.7,9,6,2,3
studio_3,G18,S101,1126.2,69,5,16.3,39.8,54.2,16,4,1,2
studio_3,G19,S003,59.3,4,0,14.8,39.6,54.4,6,7,2,2
studio_3,G19,S008,41.6,4,0,10.4,30.2,58.9,4,2,6,1
studio_3,G19,S018,1355.1,102,2,13.3,42.5,51.5,25,4,6,2
studio_3,G19,S042,196.4,16,2,12.3,36.9,57.1,13,10,5,4
studio_3,G19,S066,957.6,77,4,12.4,47.1,46.9,15,4,4,1
studio_3,G20,S089,678.6,37,4,18.3,33.6,49.1,17,12,9,6
studio_3,G20,S112,843.2,57,2,14.8,41.4,52.6,17,11,1,4
studio_3,G20,S113,152.6,7,0,21.8,44.2,49.8,4,9,7,3
studio_3,G20,S117,406.3,23,0,17.7,40.8,51.6,9,4,5,0
studio_3,G20,S119,1038.9,53,3,19.6,30.3,63.7,14,4,0,0
studio_3,G21,S085,742.4,47,2,15.8,35.3,47.9,15,1,6,0
studio_3,G21,S094,718.3,42,2,17.1,48.5,45.5,14,7,3,3
studio_3,G21,S098,650.5,25,0,26.0,43.5,42.3,8,7,5,2
studio_3,G21,S111,417.5,21,1,19.9,30.9,50.8,9,4,4,1
studio_3,G21,S115,355.0,15,3,23.7,17.2,55.0,11,7,8,1
studio_3,G22,S027,665.4,38,2,17.5,44.9,47.2,14,8,4,3
studio_3,G22,S093,535.6,31,4,17.3,40.8,53.2,12,8,6,2
studio_3,G22,S096,986.0,69,1,14.3,54.4,39.6,22,12,3,2
studio_3,G22,S097,714.2,51,1,14.0,44.3,49.2,16,6,0,1
studio_3,G22,S110,344.5,21,1,16.4,34.1,48.4,13,9,11,2
studio_3,G23,S024,397.5,10,1,39.8,40.1,33.6,16,8,1,2
studio_3,G23,S040,165.1,8,2,20.6,60.5,26.8,11,4,2,4
studio_3,G23,S049,959.4,71,1,13.5,41.9,52.1,15,8,4,2
